epoch,step,val_acc,val_ap,val_auroc,val_f1
0,6,0.1075555607676506,0.22562260925769806,0.49566027522087097,0.015154707245528698
1,13,0.1075555607676506,0.22693639993667603,0.47463616728782654,0.015154707245528698
2,20,0.09866666793823242,0.23359113931655884,0.4986196756362915,0.014251620508730412
3,27,0.1075555607676506,0.21420888602733612,0.4742269515991211,0.016703935340046883
4,34,0.1075555607676506,0.21836453676223755,0.4826781451702118,0.02338995225727558
